sCity,ShipDate,Consolidated_data,Weight,Charge,# Shipments
Hebron,1/3/2024,TX79907,44.4,$26.66 ,2
Hebron,3/5/2024,VA22211,44.4,$26.06 ,2
Hebron,10/3/2024,WA98188,44.4,$50.38 ,2
Hebron,9/19/2024,WA98632,44.4,$33.78 ,2
Port Orange,3/21/2024,KY41048,44.4,$22.76 ,2
Port Orange,10/31/2024,KY41048,44.4,$42.90 ,2
AUSTIN,2/12/2024,AL35806,44.2,$22.68 ,2
Bethpage,12/11/2024,KY41048,44.2,$18.12 ,2
FORT LAUDERDALE,1/12/2024,KY41048,44.2,$22.68 ,2
GREENVILLE,9/24/2024,AL35805,44.2,$20.24 ,2
HEBRON,11/20/2024,FL33603,44.2,$20.24 ,2
HEBRON,9/19/2024,FL34103,44.2,$33.30 ,2
HEBRON,10/15/2024,TX77080,44.2,$38.34 ,2
Hebron,3/20/2024,CA92373,44.2,$36.32 ,2
Hebron,9/16/2024,FL33311,44.2,$21.90 ,2
Hebron,4/10/2024,FL33312,44.2,$23.54 ,2
Hebron,12/10/2024,GA30071,44.2,$19.28 ,2
Hebron,1/9/2024,GA31503,44.2,$30.40 ,2
Hebron,3/21/2024,IN46571,44.2,$22.72 ,2
Hebron,3/13/2024,IN47150,44.2,$18.30 ,2
Hebron,4/9/2024,KS66762,44.2,$18.46 ,2
Hebron,3/29/2024,MD20705,44.2,$18.50 ,2
Hebron,10/2/2024,MD21075,44.2,$18.28 ,2
Hebron,3/19/2024,MD21237,44.2,$18.50 ,2
Hebron,10/30/2024,MD21237,44.2,$34.86 ,2
Hebron,10/7/2024,MI48310,44.2,$34.68 ,2
Hebron,11/18/2024,MI49424,44.2,$16.26 ,2
Hebron,5/7/2024,MI49503,44.2,$18.38 ,2
Hebron,1/17/2024,MI49534,44.2,$18.24 ,2
Hebron,4/11/2024,MI49534,44.2,$18.26 ,2
Hebron,5/7/2024,MI49534,44.2,$18.38 ,2
Hebron,10/17/2024,NC27407,44.2,$39.42 ,2
Hebron,9/20/2024,NC27409,44.2,$17.18 ,2
Hebron,4/12/2024,NC27712,44.2,$18.46 ,2
Hebron,11/25/2024,NJ80164,44.2,$17.16 ,2
Hebron,4/9/2024,OH44104,44.2,$18.26 ,2
Hebron,1/11/2024,OH44903,44.2,$18.24 ,2
Hebron,10/11/2024,OR97301,44.2,$86.34 ,2
Hebron,5/14/2024,PA17870,44.2,$18.56 ,2
Hebron,10/29/2024,TN37406,44.2,$29.92 ,2
Hebron,9/11/2024,TX77479,44.2,$20.26 ,2
Hebron,4/12/2024,TX79536,44.2,$27.20 ,2
Hebron,10/1/2024,VA20166,44.2,$18.28 ,2
KENOSHA,3/14/2024,KY41048,44.2,$20.20 ,2
McAllen,1/18/2024,KY41048,44.2,$26.62 ,2
Aurora,2/20/2024,NY14456,44,$23.78 ,2
Bethpage,12/2/2024,KY41048,44,$16.92 ,2
CYPRESS,3/25/2024,TX76177,44,$136.92 ,2
Flowery Branch,2/9/2024,GA30354,44,$18.24 ,2
Flowery Branch,1/23/2024,IN46075,44,$18.24 ,2
Flowery Branch,10/22/2024,VA22314,44,$30.80 ,2
GREENVILLE,2/6/2024,OH45011,44,$18.24 ,2
HEBRON,2/6/2024,AK99705,44,$144.92 ,2
HEBRON,4/8/2024,AZ85756,44,$115.08 ,2
HEBRON,3/21/2024,CA93030,44,$117.76 ,2
HEBRON,9/12/2024,FL33487,44,$94.42 ,2
HEBRON,10/18/2024,GA30040,44,$184.04 ,2
HEBRON,5/6/2024,IL60174,44,$37.64 ,2
HEBRON,5/13/2024,ME4976,44,$75.82 ,2
HEBRON,12/6/2024,MO63021,44,$75.40 ,2
HEBRON,2/23/2024,MO64120,44,$181.50 ,2
HEBRON,10/30/2024,NE68504,44,$241.14 ,2
HEBRON,4/9/2024,NY10005,44,$79.82 ,2
HEBRON,1/30/2024,NY10977,44,$47.28 ,2
HEBRON,3/28/2024,ONL9W3Z9,44,$139.40 ,2
HEBRON,12/5/2024,PR979,44,$374.40 ,2
HEBRON,5/3/2024,SC29488,44,$81.76 ,2
HEBRON,10/31/2024,SC29803,44,$67.08 ,2
HEBRON,1/31/2024,TX75041,44,$71.22 ,2
HEBRON,10/15/2024,TX77080,44,$36.70 ,2
HEBRON,12/26/2024,TX77418,44,$68.12 ,2
HEBRON,9/10/2024,VA20166,44,$115.48 ,2
HEBRON,1/31/2024,WI53050,44,$43.02 ,2
Hebron,9/13/2024,CA91744,44,$36.82 ,2
Hebron,12/16/2024,CA92127,44,$34.26 ,2
Hebron,3/12/2024,CA92373,44,$34.96 ,2
Hebron,11/6/2024,CA92590,44,$32.48 ,2
Hebron,1/30/2024,CA95815,44,$54.22 ,2
Hebron,4/1/2024,CT61081,44,$21.54 ,2
Hebron,11/20/2024,GA31322,44,$18.28 ,2
Hebron,1/9/2024,GA31520,44,$18.24 ,2
Hebron,2/26/2024,IL60018,44,$18.32 ,2
Hebron,1/12/2024,IL60195,44,$18.24 ,2
Hebron,1/12/2024,IL61115,44,$18.24 ,2
Hebron,10/7/2024,MI48310,44,$34.68 ,2
Hebron,3/19/2024,MI49534,44,$18.30 ,2
Hebron,5/7/2024,MI49534,44,$18.38 ,2
Hebron,9/9/2024,MN55128,44,$18.30 ,2
Hebron,11/5/2024,MN55371,44,$27.38 ,2
Hebron,10/17/2024,NC27407,44,$39.42 ,2
Hebron,3/25/2024,NC28273,44,$49.56 ,2
Hebron,11/25/2024,NJ80164,44,$16.92 ,2
Hebron,3/5/2024,NY11229,44,$18.30 ,2
Hebron,1/11/2024,OH44903,44,$18.24 ,2
Hebron,5/13/2024,PA17055,44,$18.36 ,2
Hebron,3/29/2024,PA17948,44,$22.72 ,2
Hebron,9/27/2024,TN38104,44,$18.28 ,2
Hebron,4/12/2024,TX77803,44,$21.50 ,2
Knoxville,10/17/2024,NY13413,44,$42.44 ,2
Port Orange,2/12/2024,KY41048,44,$22.42 ,2
Terre Haute,12/3/2024,KY41048,44,$16.22 ,2
HEBRON,11/14/2024,GA30349,43.8,$20.34 ,2
HEBRON,12/2/2024,KY41048,43.8,$16.22 ,2
HEBRON,10/15/2024,TX77080,43.8,$36.70 ,2
Hebron,10/8/2024,AZ85043,43.8,$65.20 ,2
Hebron,3/12/2024,CA92373,43.8,$34.96 ,2
Hebron,11/18/2024,CT64608,43.8,$20.02 ,2
Hebron,12/18/2024,GA30071,43.8,$19.28 ,2
Hebron,12/2/2024,GA30349,43.8,$21.10 ,2
Hebron,2/1/2024,IA50313,43.8,$18.24 ,2
Hebron,1/23/2024,IL60803,43.8,$18.24 ,2
Hebron,1/24/2024,IL61356,43.8,$22.66 ,2
Hebron,10/17/2024,IN47630,43.8,$35.14 ,2
Hebron,5/15/2024,KS67063,43.8,$27.10 ,2
Hebron,12/11/2024,KY40509,43.8,$21.68 ,2
Hebron,3/12/2024,KY41048,43.8,$18.30 ,2
Hebron,11/18/2024,MI49424,43.8,$16.22 ,2
Hebron,9/9/2024,MN55128,43.8,$18.30 ,2
Hebron,2/5/2024,MN55447,43.8,$19.62 ,2
Hebron,11/25/2024,NJ80164,43.8,$16.92 ,2
Hebron,5/7/2024,NJ87342,43.8,$18.38 ,2
Hebron,10/21/2024,NY11366,43.8,$52.38 ,2
Hebron,3/11/2024,NY13790,43.8,$19.68 ,2
Hebron,10/31/2024,SC29172,43.8,$34.38 ,2
Hebron,1/5/2024,TX76308,43.8,$33.90 ,2
Hebron,10/8/2024,AZ85043,43.6,$65.20 ,2
Hebron,10/7/2024,CA92508,43.6,$74.54 ,2
Hebron,5/3/2024,CT64922,43.6,$29.04 ,2
Hebron,12/13/2024,FL33487,43.6,$21.10 ,2
Hebron,11/8/2024,FL33811,43.6,$20.04 ,2
Hebron,9/16/2024,FL33815,43.6,$21.90 ,2
Hebron,12/4/2024,IL60085,43.6,$18.06 ,2
Hebron,2/2/2024,IL60133,43.6,$18.24 ,2
Hebron,1/23/2024,IL60803,43.6,$18.24 ,2
Hebron,1/24/2024,IL61356,43.6,$22.66 ,2
Hebron,9/19/2024,NJ77263,43.6,$21.20 ,2
Hebron,1/2/2024,NJ80164,43.6,$18.26 ,2
Hebron,4/17/2024,OH43228,43.6,$25.86 ,2
Hebron,1/11/2024,OH44903,43.6,$18.24 ,2
Hebron,5/7/2024,PA18411,43.6,$25.28 ,2
Hebron,5/7/2024,PA19034,43.6,$32.26 ,2
Hebron,11/27/2024,TX75146,43.6,$25.30 ,2
PLYMOUTH,5/15/2024,KY41048,43.6,$18.36 ,2
Port Orange,2/13/2024,KY41048,43.6,$22.42 ,2
Port Orange,10/4/2024,KY41048,43.6,$20.92 ,2
Salt Lake City,1/25/2024,KY41048,43.6,$36.16 ,2
orlando,11/27/2024,KY41048,43.6,$20.92 ,2
Conyers,1/26/2024,KY41048,43.4,$19.06 ,2
HEBRON,9/27/2024,KY40324,43.4,$16.22 ,2
Hebron,1/16/2024,FL33018,43.4,$21.46 ,2
Hebron,9/17/2024,IL62226,43.4,$16.24 ,2
Hebron,9/13/2024,IN46360,43.4,$16.24 ,2
Hebron,9/17/2024,KY40324,43.4,$16.24 ,2
Hebron,1/12/2024,KY40514,43.4,$30.60 ,2
Hebron,11/4/2024,NJ77263,43.4,$39.30 ,2
Hebron,12/11/2024,NY11422,43.4,$19.28 ,2
Hebron,12/27/2024,OH44706,43.4,$16.96 ,2
Hebron,12/26/2024,OH45433,43.4,$17.12 ,2
Hebron,5/13/2024,PA17055,43.4,$18.36 ,2
Hebron,12/20/2024,SC29601,43.4,$23.32 ,2
Hebron,3/22/2024,WI53051,43.4,$18.30 ,2
KENOSHA,10/18/2024,TN37013,43.4,$34.38 ,2
orlando,11/27/2024,KY41048,43.4,$20.92 ,2
Flowery Branch,3/18/2024,NC27405,43.2,$18.30 ,2
HEBRON,9/24/2024,CA90650,43.2,$32.44 ,2
HEBRON,9/27/2024,KY40324,43.2,$16.22 ,2
Hebron,2/9/2024,CO80122,43.2,$25.64 ,2
Hebron,3/5/2024,FL33054,43.2,$21.54 ,2
Hebron,4/15/2024,FL34142,43.2,$51.18 ,2
Hebron,11/8/2024,IL60133,43.2,$16.24 ,2
Hebron,5/8/2024,IL60169,43.2,$23.80 ,2
Hebron,11/14/2024,IL60642,43.2,$16.22 ,2
Hebron,10/23/2024,IL61550,43.2,$28.60 ,2
Hebron,3/28/2024,IN46123,43.2,$18.30 ,2
Hebron,1/29/2024,IN46250,43.2,$26.88 ,2
Hebron,1/16/2024,IN47371,43.2,$22.66 ,2
Hebron,12/27/2024,MA27791,43.2,$39.06 ,2
Hebron,12/2/2024,NC28217,43.2,$25.04 ,2
Hebron,12/13/2024,ND58801,43.2,$43.16 ,2
Hebron,9/12/2024,NY11236,43.2,$16.94 ,2
Hebron,3/28/2024,PA18109,43.2,$19.68 ,2
Hebron,2/13/2024,SC29073,43.2,$18.24 ,2
Hebron,10/31/2024,SC29172,43.2,$34.38 ,2
Hebron,11/20/2024,TX77521,43.2,$20.02 ,2
Hebron,4/2/2024,TX78264,43.2,$30.14 ,2
Hebron,1/31/2024,TX79765,43.2,$40.06 ,2
Hebron,10/14/2024,UT84058,43.2,$58.60 ,2
Hebron,4/12/2024,WA98001,43.2,$34.90 ,2
ST. PETERSBURG,3/8/2024,KY41048,43.2,$29.00 ,2
Woodridge,10/3/2024,CA94080,43.2,$33.90 ,2
HEBRON,12/3/2024,DC20002,43,$17.86 ,2
Hebron,5/2/2024,AL35653,43,$22.68 ,2
Hebron,8/13/2024,CA37013,43,$35.46 ,2
Hebron,2/6/2024,CA92020,43,$54.22 ,2
Hebron,9/10/2024,CA93012,43,$32.48 ,2
Hebron,11/15/2024,FL33762,43,$21.88 ,2
Hebron,11/11/2024,GA30144,43,$169.42 ,2
Hebron,4/1/2024,IL60441,43,$18.42 ,2
Hebron,4/2/2024,IL61115,43,$18.30 ,2
Hebron,9/17/2024,IL62226,43,$16.24 ,2
Hebron,9/26/2024,IN46738,43,$188.68 ,2
Hebron,1/24/2024,KS66801,43,$31.56 ,2
Hebron,12/10/2024,MO64068,43,$26.52 ,2
Hebron,4/9/2024,NY14221,43,$22.70 ,2
Hebron,4/10/2024,OH43206,43,$18.26 ,2
Hebron,2/12/2024,OH43215,43,$19.34 ,2
Hebron,9/16/2024,OR97222,43,$32.48 ,2
Hebron,2/12/2024,PA18951,43,$31.38 ,2
Hebron,2/5/2024,PA19382,43,$18.24 ,2
Hebron,1/25/2024,TN37919,43,$31.14 ,2
Hebron,1/10/2024,TX78852,43,$38.64 ,2
Hebron,10/14/2024,UT84058,43,$58.60 ,2
Houston,3/20/2024,TX76051,43,$37.66 ,2
ITASCA,2/12/2024,OH44143,43,$18.24 ,2
Knoxville,10/17/2024,NY13413,43,$42.44 ,2
Salt Lake City,8/27/2024,GA41048,43,$38.10 ,2
Woodridge,4/11/2024,KY41048,43,$18.26 ,2
CYPRESS,9/13/2024,KY41048,42.9,$32.48 ,2
Bartlett,2/23/2024,KY41048,42.8,$18.32 ,2
Conyers,3/15/2024,KY41048,42.8,$19.12 ,2
Flowery Branch,3/18/2024,NC27405,42.8,$18.30 ,2
HUNTINGTON BEACH,9/19/2024,KY41048,42.8,$32.48 ,2
Hebron,9/18/2024,CA92376,42.8,$36.82 ,2
Hebron,11/21/2024,CA92508,42.8,$36.76 ,2
Hebron,4/1/2024,CA94561,42.8,$64.74 ,2
Hebron,10/21/2024,CA95351,42.8,$71.00 ,2
Hebron,11/26/2024,CT60951,42.8,$21.88 ,2
Hebron,2/16/2024,FL32827,42.8,$23.50 ,2
Hebron,10/3/2024,FL33166,42.8,$20.02 ,2
Hebron,12/23/2024,FL33309,42.8,$21.10 ,2
Hebron,12/10/2024,FL33619,42.8,$26.70 ,2
Hebron,4/15/2024,GA30344,42.8,$19.68 ,2
Hebron,11/26/2024,IL60449,42.8,$20.12 ,2
Hebron,12/6/2024,IL60449,42.8,$21.08 ,2
Hebron,4/9/2024,MI48103,42.8,$18.26 ,2
Hebron,1/24/2024,MI48189,42.8,$22.66 ,2
Hebron,12/16/2024,MI49855,42.8,$17.86 ,2
Hebron,11/1/2024,MN56295,42.8,$55.16 ,2
Hebron,5/2/2024,MO63132,42.8,$18.26 ,2
Hebron,11/5/2024,MO63132,42.8,$16.24 ,2
Hebron,12/12/2024,MO63132,42.8,$16.96 ,2
Hebron,4/9/2024,NC28217,42.8,$19.64 ,2
Hebron,12/23/2024,NJ70247,42.8,$17.86 ,2
Hebron,11/19/2024,NJ80160,42.8,$18.28 ,2
Hebron,2/20/2024,NJ87014,42.8,$18.32 ,2
Hebron,12/17/2024,NV89115,42.8,$34.02 ,2
Hebron,5/14/2024,OH43528,42.8,$18.36 ,2
Hebron,2/6/2024,OH43612,42.8,$18.24 ,2
Hebron,11/26/2024,PA17981,42.8,$21.30 ,2
Hebron,9/24/2024,PA18109,42.8,$18.28 ,2
Hebron,2/12/2024,PA18951,42.8,$31.38 ,2
Hebron,12/20/2024,SC29406,42.8,$17.86 ,2
Hebron,11/26/2024,SD57107,42.8,$21.88 ,2
Hebron,1/25/2024,TN37919,42.8,$31.14 ,2
Hebron,3/27/2024,TX75062,42.8,$23.56 ,2
Hebron,4/11/2024,TX75241,42.8,$23.54 ,2
Hebron,11/20/2024,TX77521,42.8,$20.02 ,2
Hebron,11/26/2024,VA22211,42.8,$24.32 ,2
Hebron,9/6/2024,VA23230,42.8,$18.34 ,2
Hebron,3/29/2024,WA98032,42.8,$39.58 ,2
Hebron,9/24/2024,WA98327,42.8,$36.76 ,2
Hebron,10/2/2024,WI54017,42.8,$41.80 ,2
Hebron,3/27/2024,WV26003,42.8,$20.84 ,2
Mt. Pleasant,5/3/2024,FL33634,42.8,$22.46 ,2
Phoenix,2/12/2024,KY41048,42.8,$30.98 ,2
Hebron,9/18/2024,AL36301,42.6,$21.14 ,2
Hebron,9/20/2024,AZ85043,42.6,$28.90 ,2
Hebron,10/1/2024,CA91203,42.6,$39.84 ,2
Hebron,11/25/2024,CA92374,42.6,$36.76 ,2
Hebron,4/9/2024,CA92508,42.6,$62.02 ,2
Hebron,2/5/2024,CA93257,42.6,$39.26 ,2
Hebron,4/9/2024,CO80011,42.6,$28.74 ,2
Hebron,2/23/2024,CT60743,42.6,$21.58 ,2
Hebron,9/18/2024,DE19802,42.6,$18.30 ,2
Hebron,3/5/2024,FL33054,42.6,$21.54 ,2
Hebron,1/19/2024,FL33614,42.6,$35.82 ,2
Hebron,4/15/2024,FL33811,42.6,$21.54 ,2
Hebron,9/3/2024,GA30144,42.6,$169.46 ,2
Hebron,9/6/2024,GA30144,42.6,$169.46 ,2
Hebron,4/1/2024,IL60441,42.6,$18.42 ,2
Hebron,3/29/2024,IN46218,42.6,$18.30 ,2
Hebron,1/2/2024,MI48065,42.6,$18.40 ,2
Hebron,10/3/2024,MI48070,42.6,$27.88 ,2
Hebron,4/9/2024,MI48103,42.6,$18.26 ,2
Hebron,4/9/2024,MI48174,42.6,$18.40 ,2
Hebron,12/17/2024,NV89115,42.6,$34.02 ,2
Hebron,2/22/2024,NV89118,42.6,$31.14 ,2
Hebron,11/7/2024,NV89431,42.6,$36.82 ,2
Hebron,1/31/2024,NY10451,42.6,$26.96 ,2
Hebron,10/31/2024,NY11411,42.6,$41.80 ,2
Hebron,3/29/2024,NY14623,42.6,$19.68 ,2
Hebron,3/11/2024,OH43035,42.6,$18.30 ,2
Hebron,5/14/2024,OH43035,42.6,$18.36 ,2
Hebron,4/10/2024,OH43206,42.6,$18.26 ,2
Hebron,5/6/2024,OH43612,42.6,$18.38 ,2
Hebron,2/19/2024,OH45014,42.6,$25.90 ,2
Hebron,12/6/2024,PA18109,42.6,$19.28 ,2
Hebron,3/1/2024,PA18951,42.6,$31.54 ,2
Hebron,12/18/2024,SC29601,42.6,$23.32 ,2
Hebron,12/30/2024,TN37013,42.6,$18.06 ,2
Hebron,9/17/2024,TN38104,42.6,$18.30 ,2
Hebron,7/10/2024,TX41048,42.6,$23.04 ,2
Hebron,11/4/2024,TX76114,42.6,$44.44 ,2
Hebron,4/5/2024,TX77521,42.6,$21.54 ,2
Hebron,2/9/2024,VA22406,42.6,$19.62 ,2
Hebron,11/21/2024,VA23666,42.6,$18.28 ,2
Hebron,9/24/2024,WA98327,42.6,$36.76 ,2
Hebron,4/1/2024,WI53177,42.6,$18.42 ,2
Mt. Pleasant,5/3/2024,FL33634,42.6,$22.46 ,2
Bethlehem,9/4/2024,KY41048,42.4,$16.96 ,2
CYPRESS,4/12/2024,KY41048,42.4,$34.90 ,2
Cincinnati,2/6/2024,VA23233,42.4,$31.98 ,2
Hebron,12/11/2024,AL36582,42.4,$19.28 ,2
Hebron,9/18/2024,AZ85338,42.4,$36.56 ,2
Hebron,11/26/2024,CA91203,42.4,$39.84 ,2
Hebron,12/30/2024,CA91203,42.4,$41.66 ,2
Hebron,10/7/2024,CA91789,42.4,$65.80 ,2
Hebron,2/6/2024,CA92020,42.4,$54.22 ,2
Hebron,11/25/2024,CA92374,42.4,$36.76 ,2
Hebron,9/18/2024,CA92376,42.4,$36.82 ,2
Hebron,3/29/2024,CA92508,42.4,$39.58 ,2
Hebron,11/21/2024,CA95837,42.4,$36.76 ,2
Hebron,4/9/2024,CT60952,42.4,$23.54 ,2
Hebron,9/18/2024,DE19802,42.4,$18.30 ,2
Hebron,1/8/2024,FL32206,42.4,$23.50 ,2
Hebron,5/9/2024,FL32703,42.4,$21.64 ,2
Hebron,1/17/2024,FL33166,42.4,$29.00 ,2
Hebron,10/15/2024,FL33172,42.4,$44.44 ,2
Hebron,1/19/2024,FL33873,42.4,$25.88 ,2
Hebron,10/30/2024,GA30046,42.4,$34.38 ,2
Hebron,9/26/2024,GA30144,42.4,$169.42 ,2
Hebron,11/25/2024,GA30542,42.4,$18.28 ,2
Hebron,9/18/2024,GA30549,42.4,$21.32 ,2
Hebron,2/5/2024,IL60050,42.4,$23.60 ,2
Hebron,10/16/2024,KS67219,42.4,$44.44 ,2
Hebron,3/18/2024,MA17573,42.4,$21.54 ,2
Hebron,1/24/2024,MI48189,42.4,$22.66 ,2
Hebron,1/17/2024,MO63132,42.4,$18.24 ,2
Hebron,12/10/2024,MO63376,42.4,$18.06 ,2
Hebron,2/6/2024,NC27258,42.4,$22.66 ,2
Hebron,11/21/2024,NV89011,42.4,$32.22 ,2
Hebron,12/18/2024,NY14623,42.4,$19.28 ,2
Hebron,1/18/2024,OH43219,42.4,$18.24 ,2
Hebron,1/8/2024,OH44017,42.4,$18.36 ,2
Hebron,2/19/2024,OH45014,42.4,$25.90 ,2
Hebron,10/15/2024,OR97217,42.4,$74.66 ,2
Hebron,2/6/2024,PA16105,42.4,$22.66 ,2
Hebron,12/6/2024,PA18109,42.4,$19.28 ,2
Hebron,10/21/2024,SC29720,42.4,$37.40 ,2
Hebron,11/11/2024,TN37013,42.4,$162.72 ,2
Hebron,9/18/2024,TX76140,42.4,$20.04 ,2
Hebron,11/14/2024,TX76140,42.4,$20.02 ,2
Hebron,12/26/2024,TX77351,42.4,$30.48 ,2
Hebron,4/5/2024,TX77521,42.4,$21.54 ,2
Hebron,11/20/2024,TX77521,42.4,$20.02 ,2
Hebron,2/28/2024,TX78229,42.4,$25.76 ,2
Hebron,11/15/2024,VA20166,42.4,$18.28 ,2
Hebron,11/19/2024,VA23230,42.4,$18.28 ,2
Hebron,3/29/2024,WA98032,42.4,$39.58 ,2
Hebron,5/9/2024,WI53202,42.4,$23.80 ,2
Hebron,11/5/2024,WI54017,42.4,$42.50 ,2
Hebron,1/30/2024,GA30005,42.38,$26.96 ,2
HEBRON,3/7/2024,NJ7054,42.3,$34.30 ,2
CYPRESS,2/2/2024,KY41048,42.2,$34.84 ,2
HEBRON,4/9/2024,FL33467,42.2,$33.90 ,2
HEBRON,3/4/2024,MI49507,42.2,$18.30 ,2
Hebron,12/13/2024,AL35405,42.2,$19.28 ,2
Hebron,2/12/2024,AL35611,42.2,$22.66 ,2
Hebron,10/29/2024,AL36535,42.2,$34.38 ,2
Hebron,11/26/2024,CA91203,42.2,$39.84 ,2
Hebron,1/30/2024,CA91789,42.2,$34.84 ,2
Hebron,2/2/2024,CA91789,42.2,$34.84 ,2
Hebron,3/21/2024,CA92806,42.2,$34.96 ,2
Hebron,2/5/2024,CA93257,42.2,$39.26 ,2
Hebron,12/9/2024,CT60952,42.2,$23.10 ,2
Hebron,3/22/2024,FL32226,42.2,$21.54 ,2
Hebron,1/8/2024,FL32819,42.2,$21.46 ,2
Hebron,3/12/2024,FL34470,42.2,$21.54 ,2
Hebron,6/13/2024,FL41048,42.2,$21.54 ,2
Hebron,11/25/2024,GA30542,42.2,$18.28 ,2
Hebron,10/3/2024,ID83201,42.2,$28.86 ,2
Hebron,1/17/2024,IL60133,42.2,$18.24 ,2
Hebron,3/18/2024,IL60133,42.2,$18.30 ,2
Hebron,3/19/2024,IL60133,42.2,$18.30 ,2
Hebron,10/16/2024,IL60421,42.2,$37.74 ,2
Hebron,12/11/2024,IN46738,42.2,$16.22 ,2
Hebron,1/8/2024,KS66219,42.2,$19.62 ,2
Hebron,3/12/2024,MD21804,42.2,$27.06 ,2
Hebron,4/9/2024,MI48103,42.2,$18.26 ,2
Hebron,9/3/2024,MI48310,42.2,$17.14 ,2
Hebron,10/14/2024,MI48310,42.2,$34.72 ,2
Hebron,5/9/2024,MN55374,42.2,$27.20 ,2
Hebron,2/6/2024,NC27258,42.2,$22.66 ,2
Hebron,10/4/2024,NV89119,42.2,$28.86 ,2
Hebron,2/8/2024,NY12211,42.2,$21.46 ,2
Hebron,4/15/2024,OH43035,42.2,$18.30 ,2
Hebron,12/11/2024,OH43162,42.2,$16.22 ,2
Hebron,11/11/2024,PA18109,42.2,$163.42 ,2
Hebron,5/3/2024,RI28861,42.2,$21.50 ,2
Hebron,10/24/2024,SC29138,42.2,$38.00 ,2
Hebron,2/26/2024,SC29601,42.2,$18.32 ,2
Hebron,11/19/2024,SD57107,42.2,$21.88 ,2
Hebron,1/15/2024,TN37228,42.2,$40.74 ,2
Hebron,3/28/2024,TN37932,42.2,$18.30 ,2
Hebron,2/20/2024,TX75028,42.2,$21.58 ,2
Hebron,9/4/2024,TX76140,42.2,$20.06 ,2
Hebron,9/18/2024,TX76140,42.2,$20.04 ,2
Hebron,11/14/2024,TX76140,42.2,$20.02 ,2
Hebron,4/5/2024,TX77521,42.2,$21.54 ,2
Hebron,2/28/2024,TX78229,42.2,$25.76 ,2
Hebron,12/11/2024,TX78577,42.2,$25.20 ,2
Hebron,5/9/2024,WI53202,42.2,$23.80 ,2
Hebron,12/12/2024,WI54913,42.2,$21.48 ,2
KENOSHA,4/3/2024,KY41048,42.2,$18.30 ,2
Mt. Pleasant,12/4/2024,KY41048,42.2,$16.96 ,2
Orlando,2/27/2024,KY41048,42.2,$27.56 ,2
Hebron,2/20/2024,MI49507,42.08,$18.32 ,2
CHARLOTTE,1/12/2024,CA94103,42,$34.86 ,2
Cincinnati,1/31/2024,VA23233,42,$31.98 ,2
FAIRMONT,7/12/2024,AZ41048,42,$23.88 ,2
Flowery Branch,3/18/2024,NC27405,42,$18.30 ,2
HEBRON,1/10/2024,AK99502,42,$128.82 ,2
HEBRON,1/18/2024,MI48030,42,$35.60 ,2
HEBRON,2/27/2024,MI48328,42,$49.86 ,2
HEBRON,2/21/2024,NC28752,42,$22.76 ,2
HEBRON,3/11/2024,ND58438,42,$94.78 ,2
HEBRON,2/1/2024,NJ7505,42,$111.60 ,2
HEBRON,5/10/2024,NY10458,42,$50.64 ,2
HEBRON,3/8/2024,NY12564,42,$50.56 ,2
HEBRON,3/7/2024,OH45212,42,$30.64 ,2
HEBRON,2/7/2024,TN38017,42,$117.64 ,2
HEBRON,12/26/2024,TX77418,42,$66.46 ,2
HEBRON,2/5/2024,TX78006,42,$134.58 ,2
HEBRON,5/1/2024,TX78758,42,$83.12 ,2
HEBRON,2/1/2024,WI53901,42,$50.48 ,2
Hebron,10/9/2024,CA92508,42,$74.54 ,2
Hebron,11/21/2024,CA93291,42,$36.76 ,2
Hebron,4/15/2024,CO80204,42,$24.72 ,2
Hebron,5/7/2024,FL33162,42,$26.48 ,2
Hebron,1/17/2024,GA30188,42,$18.24 ,2
Hebron,3/22/2024,IL60133,42,$18.30 ,2
Hebron,2/13/2024,IN46818,42,$22.20 ,2
Hebron,10/14/2024,MI48310,42,$34.72 ,2
Hebron,11/8/2024,MO64150,42,$16.38 ,2
Hebron,4/11/2024,MO65401,42,$22.68 ,2
Hebron,2/6/2024,NC27258,42,$22.66 ,2
Hebron,11/22/2024,NC28704,42,$16.22 ,2
Hebron,11/26/2024,NV89032,42,$27.84 ,2
Hebron,4/15/2024,OH43035,42,$18.30 ,2
Hebron,1/8/2024,VA22211,42,$25.78 ,2
Hebron,5/9/2024,VA23140,42,$49.56 ,2
Hebron,5/9/2024,WI53202,42,$23.80 ,2
Hebron,11/14/2024,WV25403,42,$16.36 ,2
KENOSHA,9/27/2024,KY41048,42,$17.10 ,2
Mt. Pleasant,11/13/2024,KY41048,42,$16.22 ,2
Orlando,2/27/2024,KY41048,42,$27.56 ,2
SUNRISE,1/19/2024,TX78503,42,$38.12 ,2
TORRANCE,2/22/2024,IL60188,42,$34.44 ,2
orlando,9/20/2024,MS39157,42,$26.98 ,2
CHARLOTTE,1/12/2024,CA94103,41.8,$34.86 ,2
Cincinnati,1/31/2024,VA23233,41.8,$31.98 ,2
DULUTH,2/28/2024,SC29340,41.8,$23.78 ,2
GREENVILLE,1/18/2024,NJ7110,41.8,$20.90 ,2
GREENVILLE,12/16/2024,OH44875,41.8,$20.30 ,2
HEBRON,9/12/2024,OK73102,41.8,$19.52 ,2
HEBRON,9/13/2024,TX78521,41.8,$22.98 ,2
Hebron,4/2/2024,CA90670,41.8,$39.58 ,2
